id,round,teamId,serviceId,score,stolen,lost,attackerScore,victimScore
1454,4,29,5,4953.634786893254,0,3,0,-46.365213106746204
1459,4,30,2,5000,0,0,0,0
323,1,2,2,5000,0,0,0,0
329,1,2,7,5000,0,0,0,0
332,1,3,4,5000,0,0,0,0
339,1,4,2,5000,0,0,0,0
344,1,4,7,5000,0,0,0,0
348,1,5,2,5000,0,0,0,0
353,1,5,7,5000,0,0,0,0
358,1,6,5,5000,0,0,0,0
364,1,7,2,5000,0,0,0,0
368,1,7,7,5000,0,0,0,0
371,1,8,2,5000,0,0,0,0
377,1,9,2,5000,0,0,0,0
383,1,9,6,5000,0,0,0,0
388,1,10,3,5000,0,0,0,0
393,1,11,0,5000,0,0,0,0
396,1,11,4,5000,0,0,0,0
403,1,12,2,5000,0,0,0,0
408,1,12,7,5000,0,0,0,0
413,1,13,4,5000,0,0,0,0
418,1,14,1,5000,0,0,0,0
425,1,14,7,5000,0,0,0,0
428,1,15,3,5000,0,0,0,0
433,1,16,0,5000,0,0,0,0
439,1,16,6,5000,0,0,0,0
445,1,17,4,5000,0,0,0,0
450,1,18,0,5000,0,0,0,0
455,1,18,6,5000,0,0,0,0
460,1,19,3,5000,0,0,0,0
463,1,19,6,5000,0,0,0,0
468,1,20,3,5000,0,0,0,0
474,1,21,1,5000,0,0,0,0
478,1,21,5,5000,0,0,0,0
485,1,22,2,5000,0,0,0,0
489,1,23,1,5000,0,0,0,0
494,1,23,5,5000,0,0,0,0
498,1,24,2,5000,0,0,0,0
504,1,24,6,5000,0,0,0,0
508,1,25,3,5000,0,0,0,0
513,1,26,0,5000,0,0,0,0
519,1,26,6,5000,0,0,0,0
523,1,27,2,5000,0,0,0,0
529,1,28,0,5000,0,0,0,0
533,1,28,4,5000,0,0,0,0
540,1,29,3,5000,0,0,0,0
544,1,29,7,5000,0,0,0,0
548,1,30,3,5000,0,0,0,0
554,1,31,1,5000,0,0,0,0
558,1,31,5,5000,0,0,0,0
564,1,32,2,5000,0,0,0,0
569,1,33,0,5000,0,0,0,0
575,1,33,4,5000,0,0,0,0
579,1,34,1,5000,0,0,0,0
584,1,35,0,5000,0,0,0,0
590,1,35,5,5000,0,0,0,0
595,1,36,2,5000,0,0,0,0
600,1,36,7,5000,0,0,0,0
605,1,37,4,5000,0,0,0,0
1218,4,0,2,5000,0,0,0,0
1223,4,0,6,5000,0,0,0,0
1228,4,1,3,5000,0,0,0,0
1234,4,2,1,5000,0,0,0,0
1238,4,2,5,4967.798016031358,0,2,0,-32.20198396864191
1243,4,3,2,5000,0,0,0,0
1248,4,3,7,5000,0,0,0,0
1253,4,4,4,5000,0,0,0,0
1258,4,5,1,5000,0,0,0,0
1264,4,5,7,5000,0,0,0,0
1268,4,6,3,5000,0,0,0,0
1273,4,7,0,5000,0,0,0,0
1278,4,7,5,4967.837223875749,0,2,0,-32.16277612425152
1283,4,8,2,5000,0,0,0,0
1288,4,8,7,5000,0,0,0,0
1292,4,9,3,5000,0,0,0,0
1297,4,10,0,5000,0,0,0,0
1299,4,10,2,5000,0,0,0,0
1304,4,10,7,5000,0,0,0,0
1309,4,11,4,5000,0,0,0,0
1314,4,12,1,5000,0,0,0,0
1319,4,12,6,5000,0,0,0,0
1324,4,13,3,5016.770509831248,1,0,16.770509831248425,0
1328,4,13,7,5000,0,0,0,0
1333,4,14,4,5000,0,0,0,0
1338,4,15,1,5000,0,0,0,0
1343,4,15,6,5000,0,0,0,0
1348,4,16,3,5000,0,0,0,0
1353,4,17,0,5000,0,0,0,0
1358,4,17,5,4953.634786893254,0,3,0,-46.365213106746204
1363,4,18,2,5000,0,0,0,0
1368,4,18,7,5000,0,0,0,0
1373,4,19,4,5000,0,0,0,0
1378,4,20,1,5000,0,0,0,0
1383,4,20,6,5000,0,0,0,0
1388,4,21,3,5000,0,0,0,0
1393,4,22,0,5000,0,0,0,0
1398,4,22,5,4953.634786893254,0,3,0,-46.365213106746204
1403,4,23,2,5000,0,0,0,0
1408,4,23,7,5000,0,0,0,0
1413,4,24,4,5000,0,0,0,0
1418,4,25,1,5000,0,0,0,0
1423,4,25,6,5000,0,0,0,0
1428,4,26,3,5000,0,0,0,0
