id,round,teamId,serviceId,score,stolen,lost,attackerScore,victimScore
64085,210,30,4,5000,0,0,0,0
64086,210,30,5,118.99975430429977,1448,4454,17409.5508094374,-22290.5510551331
64087,210,30,6,7157.4026313417535,2477,1535,17517.772102613253,-15360.369471271577
64088,210,30,7,2171.2356383922192,0,540,0,-2828.764361607784
64089,210,31,0,4636.198737917698,0,45,0,-363.80126208230257
64090,210,31,1,98.96974596580776,0,1091,0,-4901.030254034201
64091,210,31,2,3577.567332116947,0,207,0,-1422.4326678830537
64094,210,31,3,0,0,4856,0,-5000.000000000008
64092,210,31,4,5000,0,0,0,0
64095,210,31,5,0,0,4288,0,-5000.000000000002
64093,210,31,6,0,0,3485,0,-5000.000000000009
64096,210,31,7,2836.8499009099132,0,377,0,-2163.150099090091
64097,210,32,0,4740.918620080891,0,23,0,-259.0813799191102
64099,210,32,1,668.4497424645235,0,960,0,-4331.550257535483
64100,210,32,2,2193.538094033224,0,564,0,-2806.4619059667752
64098,210,32,3,5832.7108662763685,1354,657,7707.135929958805,-6874.425063682444
64101,210,32,4,5000,0,0,0,0
64102,210,32,5,5088.398225057529,1156,1352,6939.008860076771,-6850.610635019243
64103,210,32,6,4228.5466865529725,1612,1215,9177.568946318606,-9949.022259765661
64104,210,32,7,3624.4394493292357,0,157,0,-1375.5605506707652
64105,210,33,0,4640.524754845717,0,44,0,-359.475245154284
64106,210,33,1,340.4260810719609,0,926,0,-4659.573918928034
64107,210,33,2,2440.3588041997286,0,506,0,-2559.6411958002686
64108,210,33,3,4375.477873585485,864,1446,6189.732054732837,-6814.254181147368
64109,210,33,4,5000,0,0,0,0
64110,210,33,5,7060.68849725303,2077,842,13761.228367443402,-11700.53987019038
64111,210,33,6,14397.312559557062,3275,322,13984.511937493573,-4587.199377936486
64112,210,33,7,2168.57212465289,0,545,0,-2831.4278753471126
64113,210,34,0,4643.442066554428,0,43,0,-356.5579334455737
64114,210,34,1,3911.674160298341,450,1143,4700.211924758418,-5788.53776446007
64115,210,34,2,2167.9757019034373,0,569,0,-2832.0242980965595
64116,210,34,3,50.86042861615417,429,3737,6316.648714524693,-11265.788285908537
64117,210,34,4,5000,0,0,0,0
64119,210,34,5,0,1909,2402,16960.961463451866,-21960.961463451862
64120,210,34,6,951.5576483972214,1701,3373,17145.468750454176,-21193.911102057
64118,210,34,7,2205.5371934720574,0,532,0,-2794.462806527948
64121,210,35,0,4619.663610137198,0,46,0,-380.3363898628031
64122,210,35,1,1716.8302754971241,0,555,0,-3283.1697245028768
64123,210,35,2,11800.646646422409,1366,103,8496.45545686787,-1695.8088104454775
64124,210,35,3,11477.281647690066,1833,79,7554.603039547837,-1077.321391857764
64125,210,35,4,5000,0,0,0,0
64127,210,35,5,9439.477903433468,2128,538,12424.450553539027,-7984.972650105509
64126,210,35,6,7653.5093509715425,1830,1488,12335.53073700293,-9682.021386031403
64129,210,35,7,4403.507173589369,0,66,0,-596.4928264106298
64128,210,36,0,4947.399270308027,0,3,0,-52.60072969197311
64130,210,36,1,11226.728403014653,1339,123,7085.143516873813,-858.4151138591453
64131,210,36,2,3788.113191629137,0,219,0,-1211.886808370861
64132,210,36,3,14158.125094875377,2872,182,12519.442065835306,-3361.316970959915
64133,210,36,4,5000,0,0,0,0
64134,210,36,5,12241.820625392369,2327,283,10619.650513295743,-3377.82988790339
64135,210,36,6,16717.207228243406,3249,219,13975.783903546784,-2258.5766753033504
64136,210,36,7,2851.9466564240242,0,294,0,-2148.0533435759753
64137,210,37,0,4939.724370268887,0,13,0,-60.27562973111329
64138,210,37,1,5881.021594636782,386,284,2743.8247213213886,-1862.8031266846076
64139,210,37,2,9671.79866188777,812,210,7153.886264008084,-2482.087602120332
64140,210,37,3,6364.929920557402,1871,626,9817.97635732733,-8453.046436769984
64142,210,37,4,5000,0,0,0,0
64141,210,37,5,14136.446143678379,2823,89,10534.384576968696,-1397.9384332902948
64144,210,37,6,6229.896699579159,2022,1050,11598.224638250707,-10368.327938671524
64143,210,37,7,5488.3750963281755,215,510,3226.4930490237325,-2738.1179526955652
